SDD;EDN;SDD_num;EDN_num
Brulure mictionnelle;Prescription et surveillance des anti-infectieux chez l'adulte et l'enfant (voir item 330);96;177
Brulure;Maltraitance et enfants en danger. Protection maternelle et infantile;168;57
Brulure;Douleur chez l'enfant : évaluation et traitements antalgique;168;137
Brulure;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;168;332
Brulure;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;168;334
Brulure;Principales intoxications aiguës;168;337
Brulure;Détresse et insuffisance respiratoire aigüe du nourrisson, de l'enfant et de l'adulte;168;359
Bulles, éruption bulleuse;Dermatose bulleuse touchant la peau et/ou les muqueuses externes;82;112
Bulles, éruption bulleuse;Toxidermies;82;115
Cholestase;Principales complications de la grossesse;198;24
Cholestase;Prurit;198;116
Cholestase;Hépatites virales;198;167
Cholestase;Insuffisance cardiaque de l'adulte;198;234
Cholestase;Hépatomégalie et masse abdominale;198;276
Cholestase;Lithiase biliaire et complications;198;277
Cholestase;Ictère de l'adulte et de l'enfant;198;278
Cholestase;Cirrhose et complications;198;279
Cholestase;Pancréatite chronique;198;281
Cholestase;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";198;292
Cholestase;Tumeurs du foie, primitives et secondaires;198;304
Cholestase;Tumeurs du pancréas;198;308
Cholestase;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;198;330
Cholestase;Principales intoxications aiguës;198;337
Chute de la personne âgée;Troubles de la marche et de l'équilibre;27;109
Chute de la personne âgée;Autonomie et dépendance chez le sujet âgé;27;133
Cicatrice anormale;Ulcère de jambe;83;228
Cicatrice anormale;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;83;334
Claudication intermittente d'un membre;Déficit moteur et/ou sensitif des membres;69;92
Claudication intermittente d'un membre;Compression médullaire non traumatique et syndrome de la queue de cheval;69;93
Claudication intermittente d'un membre;Rachialgie;69;94
Claudication intermittente d'un membre;Athérome : épidémiologie et physiopathologie. Le malade poly-athéromateux;69;221
Claudication intermittente d'un membre;Facteurs de risque cardio-vasculaire et prévention;69;222
Claudication intermittente d'un membre;Dyslipidémies;69;223
Claudication intermittente d'un membre;Hypertension artérielle de l'adulte et de l'enfant;69;224
Claudication intermittente d'un membre;"Artériopathie de l'aorte, des artères viscérales et des membres inférieurs ; anévrysmes";69;225
Claudication intermittente d'un membre;Ulcère de jambe;69;228
Coma et troubles de conscience;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;28;151
Coma et troubles de conscience;Hypoglycémie chez l'adulte et l'enfant;28;240
Coma et troubles de conscience;Tumeurs intracrâniennes;28;299
Coma et troubles de conscience;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;28;334
Coma et troubles de conscience;Coma non traumatique chez l'adulte et chez l'enfant;28;336
Coma et troubles de conscience;Principales intoxications aiguës;28;337
Coma et troubles de conscience;Accidents vasculaires cérébraux;28;340
Coma et troubles de conscience;Hémorragie méningée;28;341
Coma et troubles de conscience;Malaise, perte de connaissance, crise comitiale chez l'adulte (voir item 105);28;342
Coma et troubles de conscience;État confusionnel et trouble de conscience chez l'adulte et chez l'enfant;28;343
Coma et troubles de conscience;Malaise grave du nourrisson et mort inattendue du nourrisson;28;345
Coma et troubles de conscience;Convulsions chez le nourrisson et chez l'enfant;28;346
Conduite à tenir devant une demande d'accès à l'information/au dossier médical;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;329;1
Conduite à tenir devant une demande d'accès à l'information/au dossier médical;Les droits individuels et collectifs du patient;329;7
Conduite à tenir devant une demande d'accès à l'information/au dossier médical;Introduction à l'éthique médicale;329;9
Conduite à tenir devant une demande d'accès à l'information/au dossier médical;Certificats médicaux. Décès et législation;329;13
Confusion mentale/désorientation;Confusion, démences. (voir item 132);119;108
Confusion mentale/désorientation;Troubles cognitifs du sujet âgé. (voir item 108);119;132
Confusion mentale/désorientation;État confusionnel et trouble de conscience chez l'adulte et chez l'enfant;119;343
Constipation;Maladie de Parkinson;1;106
Constipation;Complications de l'immobilité et du décubitus. Prévention et prise en charge;1;120
Constipation;Hypothyroïdie;1;243
Constipation;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;1;269
Constipation;Constipation chez l'enfant et l'adulte;1;283
Constipation;Colopathie fonctionnelle;1;284
Constipation;Tumeurs du colon et du rectum;1;301
Constipation;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);1;325
Consultation aux voyageurs;Vaccinations;302;146
Consultation aux voyageurs;Paludisme;302;170
Consultation aux voyageurs;Zoonoses;302;173
Consultation aux voyageurs;Voyage en pays tropical de l'adulte et de l'enfant : conseils avant le départ, pathologies du retour : fièvre, diarrhée, manifestations cutanées;302;175
Consultation aux voyageurs;Risques sanitaires liés à l'eau et à l'alimentation. Toxi-infections alimentaires;302;179
Consultation de suivi addictologie;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;293;1
Consultation de suivi addictologie;Addiction au tabac;293;75
Consultation de suivi addictologie;Addiction à l'alcool;293;76
Consultation de suivi addictologie;Addiction aux médicaments psychotropes (benzodiazépines et apparentés). (voir item 322);293;77
Consultation de suivi addictologie;Addiction au cannabis, à la cocaïne, aux amphétamines, aux opiacés, aux drogues de synthèse. (voir item 322);293;78
Consultation de suivi addictologie;Addictions comportementales;293;79
Consultation de suivi d'un nourrisson en bonne santé;Suivi d'un nourrisson, d'un enfant et d'un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles;265;47
Consultation de suivi d'un nourrisson en bonne santé;Alimentation et besoins nutritionnels du nourrisson et de l'enfant;265;48
Consultation de suivi d'un nourrisson en bonne santé;Développement psychomoteur du nourrisson et de l'enfant : aspects normaux et pathologiques (sommeil, alimentation, contrôles sphinctériens, psychomotricité, langage, intelligence). L'installation précoce de la relation parents-enfant et son importance. Troubles de l'apprentissage (voir item 122);265;55
Consultation de suivi d'un nourrisson en bonne santé;Sujets en situation de précarité;265;59
Consultation de suivi d'un nourrisson en bonne santé;Vaccinations;265;146
Consultation de suivi d'un nourrisson en bonne santé;Impact de l'environnement sur la santé;265;367
Consultation de suivi d'un patient polymorbide;L'organisation de l'exercice clinique et les méthodes qui permettent de sécuriser le parcours du patient;267;6
Consultation de suivi d'un patient polymorbide;La sécurité sociale. L'assurance maladie. Les assurances complémentaires. La complémentaire santé solidaire (CSS). La consommation médicale. Protection sociale. Consommation médicale et économie de la santé;267;19
Consultation de suivi d'un patient polymorbide;La personne âgée malade : particularités sémiologiques, psychologiques et thérapeutiques. (voir item 322);267;130
Consultation de suivi d'un patient polymorbide;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;267;249
Consultation de suivi d'un patient polymorbide;Principe du bon usage du médicament et des thérapeutiques non médicamenteuses;267;321
Consultation de suivi d'un patient polymorbide;La décision thérapeutique personnalisée : bon usage dans des situations à risque;267;322
Consultation de suivi d'un patient polymorbide;Éducation thérapeutique, observance et automédication;267;324
Consultation de suivi d'un patient polymorbide;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);267;325
Consultation de suivi d'un patient polymorbide;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;267;330
Consultation de suivi d'un patient polymédiqué;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;266;1
Consultation de suivi d'un patient polymédiqué;La personne âgée malade : particularités sémiologiques, psychologiques et thérapeutiques. (voir item 322);266;130
Consultation de suivi d'un patient polymédiqué;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;266;249
Consultation de suivi d'un patient polymédiqué;Principe du bon usage du médicament et des thérapeutiques non médicamenteuses;266;321
Consultation de suivi d'un patient polymédiqué;La décision thérapeutique personnalisée : bon usage dans des situations à risque;266;322
Consultation de suivi d'un patient polymédiqué;Éducation thérapeutique, observance et automédication;266;324
Consultation de suivi d'un patient polymédiqué;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);266;325
Consultation de suivi d'un patient polymédiqué;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;266;330
Consultation de suivi d'un patient présentant une lombalgie aiguë ou chronique;Rachialgie;277;94
Consultation de suivi d'un patient présentant une lombalgie aiguë ou chronique;Soins et accompagnement dans la maladie chronique et le handicap;277;119
